"","breaks","counts","density","mids"
"1",-1,135,0.0078003120124805,-0.95
"2",-0.9,373,0.0215519731900387,-0.85
"3",-0.8,1100,0.0635580978794707,-0.75
"4",-0.7,1674,0.0967238689547583,-0.65
"5",-0.6,2660,0.153695036690356,-0.55
"6",-0.5,5174,0.298954180389438,-0.45
"7",-0.4,8346,0.482232622638239,-0.35
"8",-0.3,14264,0.824175189229792,-0.25
"9",-0.2,20410,1.17929161610909,-0.15
"10",-0.1,62252,3.59692609926619,-0.05
"11",0,28387,1.64020338591322,0.0499999999999999
"12",0.0999999999999999,11163,0.644999133298665,0.15
"13",0.2,5271,0.304558849020628,0.25
"14",0.3,3186,0.18408736349454,0.35
"15",0.4,2714,0.156815161495349,0.45
"16",0.5,3256,0.188131969723233,0.55
"17",0.6,1577,0.0911192003235684,0.65
"18",0.7,1079,0.0623447160108627,0.75
"19",0.8,49,0.00283122436008551,0.85
