"","breaks","counts","density","mids"
"1",-0.7,1,0.000122285267071023,-0.65
"2",-0.6,62,0.00758168655840344,-0.55
"3",-0.5,319,0.0390090001956564,-0.45
"4",-0.4,1041,0.127298963020935,-0.35
"5",-0.3,2367,0.289449227157112,-0.25
"6",-0.2,5370,0.656671884171394,-0.15
"7",-0.1,15678,1.9171884171395,-0.05
"8",0,33852,4.13960086088828,0.05
"9",0.1,12550,1.53468010174134,0.15
"10",0.2,5797,0.708887693210722,0.25
"11",0.3,2852,0.348757581686558,0.35
"12",0.4,1189,0.145397182547447,0.45
"13",0.5,456,0.0557620817843867,0.55
"14",0.6,211,0.0258021913519859,0.65
"15",0.7,31,0.00379084327920172,0.75
