"","breaks","counts","density","mids"
"1",-0.9,15,0.00183430143686946,-0.85
"2",-0.8,68,0.00831549984714154,-0.75
"3",-0.7,117,0.0143075512075818,-0.65
"4",-0.6,275,0.0336288596759401,-0.55
"5",-0.5,570,0.0697034546010395,-0.45
"6",-0.4,1278,0.156282482421278,-0.35
"7",-0.3,2774,0.339223479058392,-0.25
"8",-0.2,5614,0.68651788443901,-0.15
"9",-0.1,15874,1.94118006725772,-0.05
"10",0,38921,4.75952308162641,0.05
"11",0.1,10308,1.26053194741669,0.15
"12",0.2,3755,0.459186793029654,0.25
"13",0.3,1559,0.190645062671966,0.35
"14",0.4,495,0.0605319474166921,0.45
"15",0.5,130,0.0158972791195353,0.55
"16",0.6,22,0.0026903087740752,0.65
