"","breaks","counts","density","mids"
"1",-1,1,0.000122286762457964,-0.95
"2",-0.9,11,0.0013451543870376,-0.85
"3",-0.8,52,0.00635891164781412,-0.75
"4",-0.7,198,0.0242127789666769,-0.65
"5",-0.6,454,0.0555181901559156,-0.55
"6",-0.5,762,0.0931825129929684,-0.45
"7",-0.4,1524,0.186365025985937,-0.35
"8",-0.3,2864,0.350229287679609,-0.25
"9",-0.2,6000,0.733720574747784,-0.15
"10",-0.1,17210,2.10455518190156,-0.05
"11",0,36931,4.51617242433506,0.05
"12",0.1,10358,1.26664628553959,0.15
"13",0.2,3668,0.448547844695812,0.25
"14",0.3,1340,0.163864261693672,0.35
"15",0.4,332,0.0405992051360441,0.45
"16",0.5,60,0.00733720574747783,0.55
"17",0.6,10,0.00122286762457964,0.65
