"","breaks","counts","density","mids"
"1",-1,221,0.0127693996648755,-0.95
"2",-0.9,565,0.0326457502744554,-0.85
"3",-0.8,943,0.0544866239094008,-0.75
"4",-0.7,1634,0.0944126653955048,-0.65
"5",-0.6,2970,0.171606864274571,-0.55
"6",-0.5,4355,0.251632287513723,-0.45
"7",-0.4,6635,0.383370890391171,-0.35
"8",-0.3,10452,0.603917490032935,-0.25
"9",-0.2,17508,1.01161379788525,-0.15
"10",-0.1,61374,3.54619518114058,-0.05
"11",0,29570,1.70855723117814,0.0499999999999999
"12",0.0999999999999999,11537,0.666608886577685,0.15
"13",0.2,6384,0.368868088056856,0.25
"14",0.3,5885,0.340035823655168,0.35
"15",0.4,5187,0.299705321546196,0.45
"16",0.5,3402,0.196567862714508,0.55
"17",0.6,2259,0.13052522100884,0.65
"18",0.7,2034,0.11752470098804,0.75
"19",0.8,155,0.00895591379210722,0.85
