"","breaks","counts","density","mids"
"1",-1,81,0.0046801872074883,-0.95
"2",-0.9,304,0.0175651470503265,-0.85
"3",-0.8,632,0.036517016236205,-0.75
"4",-0.7,1151,0.066504882417519,-0.65
"5",-0.6,2054,0.118680302767666,-0.55
"6",-0.5,3552,0.205234876061709,-0.45
"7",-0.4,5498,0.317674929219391,-0.35
"8",-0.3,8431,0.487143930201653,-0.25
"9",-0.2,14694,0.849020627491767,-0.15
"10",-0.1,66027,3.81504593517074,-0.05
"11",0,30114,1.73998959958399,0.0499999999999999
"12",0.0999999999999999,12395,0.716184202923672,0.15
"13",0.2,6845,0.395504709077252,0.25
"14",0.3,6195,0.357947651239383,0.35
"15",0.4,5638,0.325764141676779,0.45
"16",0.5,4288,0.247761021551973,0.55
"17",0.6,2364,0.136592130351881,0.65
"18",0.7,2654,0.153348356156469,0.75
"19",0.8,153,0.00884035361414455,0.85
