"","breaks","counts","density","mids"
"1",-1,289,0.0166984457156064,-0.95
"2",-0.9,650,0.0375570578378691,-0.85
"3",-0.8,1050,0.0606690934304038,-0.75
"4",-0.7,1831,0.105795342924828,-0.65
"5",-0.6,3207,0.185300745363148,-0.55
"6",-0.5,4529,0.261686022996475,-0.45
"7",-0.4,7572,0.437510833766684,-0.35
"8",-0.3,11145,0.643959091697001,-0.25
"9",-0.2,16908,0.976945744496447,-0.15
"10",-0.1,60462,3.4934997399896,-0.05
"11",0,29777,1.72051770959728,0.0499999999999999
"12",0.0999999999999999,11217,0.648119258103657,0.15
"13",0.2,6265,0.361992257468077,0.25
"14",0.3,5575,0.322123996070954,0.35
"15",0.4,5177,0.299127520656382,0.45
"16",0.5,3241,0.187265268388513,0.55
"17",0.6,2165,0.125093892644595,0.65
"18",0.7,1856,0.107239845149362,0.75
"19",0.8,154,0.00889813370312588,0.85
