"","breaks","counts","density","mids"
"1",-1,57,0.00213898927128013,-0.95
"2",-0.9,288,0.0108075247390996,-0.85
"3",-0.8,873,0.0327603093653956,-0.75
"4",-0.7,1581,0.0593288076823488,-0.65
"5",-0.6,2964,0.111227442106567,-0.55
"6",-0.5,4890,0.183502763799295,-0.45
"7",-0.4,7970,0.299083236703555,-0.35
"8",-0.3,13720,0.514858470209884,-0.25
"9",-0.2,22778,0.854770133705593,-0.15
"10",-0.1,176213,6.6125915168436,-0.05
"11",0,15535,0.58296839174275,0.05
"12",0.1,7433,0.278931706200442,0.15
"13",0.2,5406,0.202866245623516,0.25
"14",0.3,3081,0.115617999031826,0.35
"15",0.4,2316,0.0869105114435927,0.45
"16",0.5,1099,0.0412412141953835,0.55
"17",0.6,277,0.0103947373358701,0.65
