"","breaks","counts","density","mids"
"1",-0.9,52,0.00434848054054958,-0.85
"2",-0.8,198,0.0165576759044003,-0.75
"3",-0.7,489,0.040892442006322,-0.65
"4",-0.6,922,0.0771019049689752,-0.55
"5",-0.5,1741,0.145590473482631,-0.45
"6",-0.4,2904,0.242845913264538,-0.35
"7",-0.3,4229,0.353648542422773,-0.25
"8",-0.2,6867,0.574250305229884,-0.15
"9",-0.1,26506,2.21655433091937,-0.05
"10",0,31891,2.66687294074359,0.0499999999999999
"11",0.0999999999999999,18954,1.58502115703032,0.15
"12",0.2,10525,0.88014918633239,0.25
"13",0.3,5245,0.43861116221505,0.35
"14",0.4,3540,0.29603117526049,0.45
"15",0.5,2351,0.196601495208309,0.55
"16",0.6,1680,0.140489371310063,0.65
"17",0.7,700,0.0585372380458597,0.75
"18",0.8,565,0.0472479135655869,0.85
"19",0.9,223,0.0186482915488953,0.95
