"","breaks","counts","density","mids"
"1",-0.7,1,8.36246257797997e-05,-0.65
"2",-0.6,29,0.00242511414761419,-0.55
"3",-0.5,285,0.0238330183472429,-0.45
"4",-0.4,946,0.0791088959876905,-0.35
"5",-0.3,2340,0.195681624324731,-0.25
"6",-0.2,5148,0.430499573514408,-0.15
"7",-0.1,24075,2.01326286564868,-0.05
"8",0,26534,2.2188958204412,0.05
"9",0.1,15136,1.26574233580305,0.15
"10",0.2,10206,0.853472930708635,0.25
"11",0.3,8833,0.73865631951297,0.35
"12",0.4,8152,0.681707949356926,0.45
"13",0.5,9566,0.799953170209564,0.55
"14",0.6,2475,0.206970948805004,0.65
"15",0.7,1720,0.143834356341256,0.75
"16",0.8,2241,0.187402786372531,0.85
"17",0.9,1895,0.15846866585272,0.95
