"","breaks","counts","density","mids"
"1",-0.7,3,0.000289606039251272,-0.65
"2",-0.6,129,0.0124530596878047,-0.55
"3",-0.5,718,0.0693123787274711,-0.45
"4",-0.4,2131,0.20571682321482,-0.35
"5",-0.3,3131,0.302252169631911,-0.25
"6",-0.2,4792,0.462597380030698,-0.15
"7",-0.1,41448,4.00119703829557,-0.05
"8",0,14579,1.40738881541476,0.05
"9",0.1,11179,1.07916863759666,0.15
"10",0.2,8943,0.863315603008042,0.25
"11",0.3,6568,0.634044155267451,0.35
"12",0.4,4526,0.436918977883752,0.45
"13",0.5,2869,0.276959908870633,0.55
"14",0.6,1527,0.147409473978897,0.65
"15",0.7,790,0.0762629236695017,0.75
"16",0.8,255,0.0246165133363581,0.85
"17",0.9,1,9.65353464170906e-05,0.95
