"","breaks","counts","density","mids"
"1",-0.9,55,0.00530944405293998,-0.85
"2",-0.8,193,0.0186313218584985,-0.75
"3",-0.7,405,0.0390968152989217,-0.65
"4",-0.6,848,0.0818619737616929,-0.55
"5",-0.5,1519,0.146637191207561,-0.45
"6",-0.4,2333,0.225216963191072,-0.35
"7",-0.3,4436,0.428230796706214,-0.25
"8",-0.2,7941,0.766587185898117,-0.15
"9",-0.1,36879,3.56012704051589,-0.05
"10",0,21092,2.03612352662928,0.05
"11",0.1,10317,0.995955168985123,0.15
"12",0.2,7301,0.704804564191178,0.25
"13",0.3,4534,0.437691260655089,0.35
"14",0.4,2642,0.255046385233953,0.45
"15",0.5,1616,0.156001119810019,0.55
"16",0.6,955,0.0921912558283215,0.65
"17",0.7,473,0.0456612188552838,0.75
"18",0.8,50,0.00482676732085454,0.85
