"","breaks","counts","density","mids"
"1",-1,283,0.010619894101268,-0.95
"2",-0.9,830,0.031146685880044,-0.85
"3",-0.8,1340,0.0502850109388661,-0.75
"4",-0.7,2269,0.0851467834479757,-0.65
"5",-0.6,3185,0.119520716298723,-0.55
"6",-0.5,4803,0.180237990701025,-0.45
"7",-0.4,7246,0.271914320345541,-0.35
"8",-0.3,11886,0.446035552253256,-0.25
"9",-0.2,20059,0.752736592852774,-0.15
"10",-0.1,172368,6.46830355635111,-0.05
"11",0,15859,0.595126857074237,0.05
"12",0.1,7581,0.284485573080257,0.15
"13",0.2,5282,0.198213005805292,0.25
"14",0.3,4197,0.157497157395837,0.35
"15",0.4,4650,0.174496493183379,0.45
"16",0.5,4209,0.157947470926633,0.55
"17",0.6,434,0.016286339363782,0.65
