"","breaks","counts","density","mids"
"1",-0.65,6,0.000450311840949857,-0.625
"2",-0.6,13,0.00097567565539136,-0.575
"3",-0.55,42,0.003152182886649,-0.525
"4",-0.5,91,0.00682972958773951,-0.475
"5",-0.45,175,0.0131340953610375,-0.425
"6",-0.4,330,0.0247671512522422,-0.375
"7",-0.35,695,0.0521611215766919,-0.325
"8",-0.3,1295,0.0971923056716777,-0.275
"9",-0.25,2594,0.194684819237322,-0.225
"10",-0.2,4081,0.306287103819395,-0.175
"11",-0.15,7607,0.570920362350928,-0.125
"12",-0.1,15807,1.1863465449824,-0.075
"13",-0.0499999999999999,163368,12.2610908053827,-0.025
"14",0,13329,1.00036775467011,0.025
"15",0.05,7441,0.558461734751316,0.075
"16",0.1,5678,0.426145105485548,0.125
"17",0.15,4593,0.344713714247116,0.175
"18",0.2,4217,0.316494172214259,0.225
"19",0.25,4023,0.301934089356879,0.275
"20",0.3,3814,0.286248226897127,0.325
"21",0.35,3556,0.266884817736282,0.375
"22",0.4,3445,0.25855404867871,0.425
"23",0.45,4072,0.30561163605797,0.475
"24",0.5,11603,0.870828048423533,0.525
"25",0.55,2298,0.172469435083796,0.575
"26",0.6,2309,0.173295006792203,0.625
