"","breaks","counts","density","mids"
"1",-0.9,38,0.00366834316384944,-0.85
"2",-0.8,124,0.0119703829557192,-0.75
"3",-0.7,364,0.035138866095821,-0.65
"4",-0.6,649,0.0626514398246918,-0.55
"5",-0.5,1158,0.111787931150991,-0.45
"6",-0.4,2189,0.211315873307011,-0.35
"7",-0.3,3710,0.358146135207406,-0.25
"8",-0.2,6906,0.666673102356428,-0.15
"9",-0.1,39323,3.79605942715925,-0.05
"10",0,18359,1.77229242487137,0.0499999999999999
"11",0.0999999999999999,10061,0.971242120302349,0.15
"12",0.2,6856,0.661846335035573,0.25
"13",0.3,4881,0.47118902586182,0.35
"14",0.4,3425,0.330633561478535,0.45
"15",0.5,2652,0.256011738698125,0.55
"16",0.6,1600,0.154456554267345,0.65
"17",0.7,880,0.0849511048470397,0.75
"18",0.8,397,0.038324532527585,0.85
"19",0.9,17,0.00164110088909054,0.95
